,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn,Age,AvgMonthlyGBDownload,AvgMonthlyLongDistanceCharges,CLTV,City,DeviceProtectionPlan,Gender,InternetType,Latitude,Longitude,Married,MonthlyCharge,NumberofDependents,NumberofReferrals,Offer,Population,PremiumTechSupport,Product/ServiceIssuesReported,ReferredaFriend,StreamingMusic,TenureinMonths,TotalCustomerSvcRequests,TotalExtraDataCharges,TotalLongDistanceCharges,TotalRefunds,TotalRegularCharges,Under30,UnlimitedData,ZipCode
4383,0,1,0,63,1,1,1,1,1,0,1,One year,0,Credit card (automatic),80.0,0,34,18,34.02,5540,Campbell,1,1,Cable,37.279689000000005,-121.954567,1,80.0,0,9,None,44976,1,0,1,1,63,1,907.0,2143.26,0.0,5040.2,0,0,95008
4384,0,1,0,2,1,0,1,0,1,0,0,Month-to-month,0,Bank transfer (automatic),79.7,1,25,29,28.86,3039,Capitola,1,0,DSL,36.977025,-121.95286399999999,1,82.88799999999999,0,1,None,9673,0,3,1,0,2,2,48.0,57.72,0.0,165.0,1,0,95010
4385,0,0,0,21,1,0,0,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,20.35,0,31,0,22.53,3721,Castroville,0,1,NA,36.784481,-121.759054,0,20.35,0,0,None,8582,0,0,0,0,21,1,0.0,473.13,0.0,422.7,0,0,95012
4386,0,1,1,55,1,0,1,1,1,0,0,Two year,0,Bank transfer (automatic),57.55,1,28,53,8.8,5463,Cupertino,0,1,Fiber Optic,37.306612,-122.080621,1,59.852,0,1,Offer B,54431,1,0,1,0,55,0,1615.0,484.00000000000006,0.0,3046.4,1,0,95014
4387,0,0,1,1,1,0,0,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.25,0,21,0,47.25,2448,Davenport,0,1,NA,37.114335,-122.23716200000001,0,20.25,2,0,Offer E,857,0,0,0,0,1,1,0.0,47.25,0.0,20.25,1,0,95017
4388,0,0,0,17,1,0,0,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.4,0,58,0,30.07,3561,Felton,0,0,NA,37.089110999999995,-122.06221299999999,0,19.4,0,0,Offer D,8728,0,0,0,0,17,0,0.0,511.19,0.0,358.05,0,0,95018
4389,0,0,0,30,1,1,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),100.4,0,45,19,17.26,3778,Freedom,0,1,DSL,36.936228,-121.785559,0,100.4,0,0,Offer C,4753,0,0,0,1,30,1,0.0,517.8000000000002,0.0,2936.25,0,1,95019
4390,0,1,1,22,1,0,1,1,1,0,0,Month-to-month,1,Mailed check,57.95,0,21,82,42.58,5036,Gilroy,0,1,Cable,37.03889,-121.52895500000001,1,57.95,3,9,Offer D,49968,1,0,1,1,22,1,1043.0,936.76,0.0,1271.8,1,0,95020
4391,0,0,0,9,1,0,1,0,0,1,0,Month-to-month,1,Bank transfer (automatic),59.5,0,33,20,39.19,4011,Escondido,0,0,DSL,33.141265000000004,-116.967221,0,59.5,0,0,Offer E,48690,1,0,0,0,9,0,0.0,352.71,0.0,530.05,0,1,92027
4392,0,1,1,1,1,0,0,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.2,0,57,0,32.78,3007,Los Gatos,0,1,NA,37.222842,-121.988727,1,19.2,3,10,None,13290,0,0,1,0,1,0,0.0,32.78,0.0,19.2,0,0,95030
4393,0,1,0,21,1,1,1,0,0,0,1,Month-to-month,1,Electronic check,86.5,1,50,32,42.22,2036,Los Gatos,0,0,Fiber Optic,37.233034,-121.947427,1,89.96000000000002,0,3,Offer D,24443,0,0,1,1,21,4,579.0,886.62,0.0,1808.7,0,0,95032
4394,0,0,0,19,1,1,1,0,0,0,0,Month-to-month,0,Electronic check,59.55,0,40,18,11.85,3949,Los Gatos,1,1,DSL,37.160194,-121.94561100000001,0,59.55,0,0,Offer D,10172,1,0,0,0,19,0,0.0,225.15,0.0,1144.6,0,1,95033
4395,0,1,1,69,1,1,1,0,1,1,1,Month-to-month,1,Electronic check,103.95,1,42,30,37.2,4283,Milpitas,1,0,Cable,37.441931,-121.878502,1,108.10799999999999,0,1,None,62848,0,0,1,1,69,4,2234.0,2566.8,0.0,7446.9,0,0,95035
4396,1,0,0,1,0,No phone service,1,0,0,0,0,Month-to-month,1,Electronic check,25.1,1,67,10,0.0,5437,Morgan Hill,0,1,Cable,37.161544,-121.649371,0,26.104000000000006,0,0,None,41707,0,0,0,0,1,0,0.0,0.0,0.0,25.1,0,1,95037
4397,0,1,0,72,1,1,1,1,1,1,0,Two year,1,Bank transfer (automatic),103.95,0,33,8,44.27,5096,Moss Landing,1,0,Fiber Optic,36.863303,-121.781632,1,103.95,0,10,Offer A,899,1,0,1,0,72,0,0.0,3187.44,0.0,7556.9,0,1,95039
4398,0,1,1,70,1,1,1,1,0,1,0,Two year,0,Credit card (automatic),68.95,0,49,29,22.67,4858,Mount Hermon,1,1,DSL,37.051165999999995,-122.05619399999999,1,68.95,1,9,Offer A,77,0,2,1,0,70,2,1409.0,1586.9,0.0,4858.7,0,0,95041
4399,0,0,0,66,1,1,1,1,1,0,1,Month-to-month,1,Bank transfer (automatic),103.1,0,33,20,43.14,6183,Paicines,1,0,DSL,36.525703,-120.952122,0,103.1,0,0,Offer A,813,1,0,0,1,66,2,131.9,2847.24,0.0,6595.0,0,1,95043
4400,0,1,1,7,0,No phone service,1,0,0,0,0,Month-to-month,1,Electronic check,24.7,0,20,76,0.0,3872,San Juan Bautista,0,0,Cable,36.810567999999996,-121.503022,1,24.7,2,3,None,3402,0,0,1,1,7,3,0.0,0.0,0.0,149.05,1,1,95045
4401,1,1,1,46,1,1,1,1,1,1,1,Month-to-month,1,Electronic check,110.2,0,76,16,20.42,4162,San Martin,0,0,Cable,37.084697,-121.606417,1,110.2,1,7,Offer B,5671,1,0,1,0,46,0,0.0,939.32,0.0,4972.1,0,1,95046
4402,0,0,0,39,0,No phone service,1,1,1,1,0,Month-to-month,1,Credit card (automatic),48.95,1,27,53,0.0,3080,Santa Clara,0,1,Cable,37.351214,-121.952417,0,50.908,0,0,None,36349,1,0,0,0,39,3,0.0,0.0,0.0,1880.85,1,1,95050
4403,0,1,1,32,1,1,1,0,1,0,0,Month-to-month,0,Bank transfer (automatic),62.45,0,29,51,33.28,5442,Santa Clara,1,0,DSL,37.348129,-121.98468999999999,1,62.45,1,9,Offer C,52986,0,0,1,1,32,0,0.0,1064.96,0.0,2045.55,1,1,95051
4404,0,0,0,24,1,0,1,0,1,0,1,Month-to-month,1,Electronic check,89.55,0,21,59,27.91,2007,Santa Clara,1,1,Fiber Optic,37.393553999999995,-121.96511399999999,0,89.55,0,0,None,13031,0,0,0,1,24,1,129.04,669.84,0.0,2187.15,1,1,95054
4405,0,1,1,6,1,0,1,0,1,0,1,Month-to-month,1,Credit card (automatic),83.55,1,47,7,26.91,4242,Santa Cruz,0,1,DSL,36.993451,-122.098858,1,86.89200000000001,0,1,None,43192,0,2,1,1,6,3,33.0,161.46,0.0,477.55,0,0,95060
4406,0,0,0,37,1,1,1,1,1,1,0,Month-to-month,1,Credit card (automatic),78.9,0,43,4,42.41,3801,Santa Cruz,1,0,Fiber Optic,36.974575,-121.991149,0,78.9,0,0,None,36631,1,0,0,0,37,0,0.0,1569.1699999999996,0.0,2976.95,0,1,95062
4407,0,0,1,8,1,0,0,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.35,0,61,0,14.37,4577,Santa Cruz,0,1,NA,37.007882,-122.065975,0,20.35,1,0,None,4563,0,0,0,0,8,0,0.0,114.96,0.0,178.7,0,0,95064
4408,0,1,1,72,1,1,1,1,0,1,0,Two year,1,Bank transfer (automatic),71.45,0,26,73,38.99,5656,Santa Cruz,1,0,DSL,37.031403999999995,-121.98186499999998,1,71.45,1,8,Offer A,8365,0,0,1,1,72,0,3669.0,2807.28,0.0,5025.85,1,0,95065
4409,1,1,0,71,0,No phone service,1,1,1,0,0,Two year,0,Credit card (automatic),46.35,0,74,19,0.0,5421,Scotts Valley,1,1,Fiber Optic,37.070177,-122.010077,1,46.35,0,9,Offer A,14574,1,0,1,0,71,0,0.0,0.0,18.64,3353.4,0,1,95066
4410,0,1,0,16,1,0,1,0,1,1,1,Month-to-month,1,Bank transfer (automatic),94.65,0,56,2,10.5,3050,Saratoga,0,0,Fiber Optic,37.257771999999996,-122.051824,1,94.65,0,3,Offer D,30589,0,0,1,1,16,0,0.0,168.0,0.0,1461.15,0,1,95070
4411,0,1,0,57,0,No phone service,1,1,0,0,1,Month-to-month,1,Bank transfer (automatic),49.9,0,44,14,0.0,5866,Soquel,1,0,Cable,37.023669,-121.94646100000001,1,49.9,0,2,None,9823,1,2,1,1,57,1,0.0,0.0,0.0,2782.4,0,1,95073
4412,0,0,0,66,1,1,0,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),25.45,0,40,0,32.22,4163,Watsonville,0,1,NA,36.931653999999995,-121.75238300000001,0,25.45,0,0,Offer A,81141,0,0,0,0,66,0,0.0,2126.52,0.0,1699.15,0,0,95076
4413,1,0,0,17,1,0,1,0,1,1,0,Month-to-month,1,Electronic check,89.15,1,80,31,30.37,5082,San Jose,1,0,DSL,37.34667,-121.91001899999999,0,92.716,0,0,Offer D,18197,0,1,0,0,17,6,464.0,516.29,0.0,1496.9,0,0,95110
4414,0,0,1,21,1,0,0,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.75,0,38,0,8.68,2143,San Jose,0,0,NA,37.284265000000005,-121.827673,0,20.75,2,0,Offer D,57748,0,0,0,0,21,0,0.0,182.28,0.0,452.2,0,0,95111
4415,0,1,0,66,1,1,1,1,1,0,0,Two year,1,Credit card (automatic),66.1,0,43,15,37.71,5933,San Jose,1,1,Cable,37.343827000000005,-121.883119,1,66.1,0,9,Offer A,52334,0,1,1,0,66,3,66.43,2488.86,0.0,4428.45,0,1,95112
4416,0,1,0,17,1,1,1,0,1,1,1,Month-to-month,1,Bank transfer (automatic),75.4,0,29,52,7.6,4852,San Jose,0,0,Cable,37.333851,-121.891147,1,75.4,0,5,Offer D,561,0,0,1,1,17,0,688.0,129.2,0.0,1322.55,1,0,95113
4417,0,0,1,1,1,0,1,0,0,0,0,Month-to-month,1,Mailed check,70.45,1,42,9,42.87,3525,San Jose,0,1,Cable,37.350284,-121.852855,0,73.268,0,0,None,51706,0,4,0,0,1,3,0.0,42.87,0.0,70.45,0,0,95116
4418,0,1,0,58,1,0,1,1,1,0,0,One year,0,Credit card (automatic),60.3,1,31,23,17.22,4026,San Jose,1,1,Cable,37.311088,-121.961786,1,62.712,0,1,Offer B,29914,0,0,1,0,58,0,820.0,998.76,0.0,3563.8,0,0,95117
4419,0,1,1,8,1,0,0,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),21.05,0,54,0,43.05,2158,San Jose,0,0,NA,37.255479,-121.88983799999998,1,21.05,3,5,None,31926,0,0,1,0,8,2,0.0,344.4,0.0,139.75,0,0,95118
4420,0,0,0,27,1,0,1,1,0,1,0,One year,0,Credit card (automatic),69.35,0,19,26,36.39,2450,San Jose,1,1,Cable,37.233226,-121.78809,0,69.35,0,0,None,10155,1,0,0,1,27,1,501.0,982.53,0.0,1927.3,1,0,95119
4421,0,1,0,34,1,1,1,0,1,0,1,Month-to-month,0,Mailed check,88.85,0,28,48,13.97,4014,San Jose,0,1,Cable,37.186141,-121.843554,1,88.85,0,10,None,37090,0,0,1,1,34,0,0.0,474.98,0.0,3000.25,1,1,95120
4422,0,0,0,30,1,0,1,0,1,1,1,One year,1,Bank transfer (automatic),97.0,0,44,16,12.17,4126,San Jose,0,1,Fiber Optic,37.304681,-121.809955,0,97.0,0,0,None,37127,0,0,0,1,30,1,483.0,365.1,0.0,3021.3,0,0,95121
4423,0,0,0,33,1,0,1,0,1,1,0,Month-to-month,1,Credit card (automatic),66.4,0,19,51,45.72,3843,San Jose,1,1,Fiber Optic,37.32886,-121.83456699999999,0,66.4,0,0,None,59841,0,0,0,1,33,0,0.0,1508.76,0.0,2245.4,1,1,95122
4424,0,0,1,1,0,No phone service,1,0,0,0,0,Month-to-month,0,Electronic check,24.75,1,56,63,0.0,3001,San Jose,0,1,Fiber Optic,37.238758000000004,-121.828375,0,25.74,3,0,None,59632,0,3,0,0,1,4,0.0,0.0,0.0,24.75,0,0,95123
4425,0,1,1,14,1,1,1,1,1,0,1,Month-to-month,0,Mailed check,69.2,0,52,76,2.96,2871,San Jose,0,1,DSL,37.257063,-121.92303700000001,1,69.2,3,8,Offer D,45257,0,0,1,1,14,4,0.0,41.44,0.0,944.65,0,1,95124
4426,0,0,1,16,1,1,1,0,0,0,0,One year,1,Credit card (automatic),79.5,0,30,69,27.23,5040,San Jose,0,0,Cable,37.294926000000004,-121.89476299999998,0,79.5,3,0,Offer D,46185,1,1,0,0,16,2,87.23,435.68,0.0,1264.2,0,1,95125
4427,0,0,0,49,1,0,1,0,0,1,1,Two year,0,Credit card (automatic),100.65,0,49,27,11.11,5499,San Jose,1,0,Fiber Optic,37.327069,-121.91681899999999,0,100.65,0,0,None,27023,1,0,0,1,49,0,1328.0,544.39,0.0,4917.75,0,0,95126
4428,0,1,1,19,1,1,1,0,0,1,1,Month-to-month,0,Electronic check,103.3,1,34,24,28.04,2349,San Jose,1,1,Fiber Optic,37.375156,-121.79586699999999,1,107.432,0,1,Offer D,60620,1,2,1,1,19,2,483.0,532.76,0.0,2012.7,0,0,95127
4429,0,1,1,70,1,1,1,1,1,1,0,Two year,0,Bank transfer (automatic),79.7,0,44,19,8.36,4848,San Jose,1,0,Fiber Optic,37.316146,-121.93628500000001,1,79.7,1,3,Offer A,32804,1,1,1,0,70,2,1091.0,585.1999999999998,0.0,5743.3,0,0,95128
4430,0,1,1,32,1,0,1,1,1,0,0,Month-to-month,0,Bank transfer (automatic),61.4,0,49,17,46.66,2649,San Jose,0,0,DSL,37.305622,-122.000887,1,61.4,1,3,None,37570,1,0,1,0,32,1,31.7,1493.12,0.0,1864.65,0,1,95129
4431,0,0,0,18,1,0,1,0,0,0,0,Month-to-month,1,Electronic check,69.8,0,35,20,34.12,2421,San Jose,0,0,Cable,37.277592,-121.98647700000001,0,69.8,0,0,Offer D,13481,0,0,0,0,18,0,244.0,614.16,0.0,1221.65,0,0,95130
4432,0,0,0,37,0,No phone service,1,1,1,0,0,Two year,1,Mailed check,40.55,0,26,69,0.0,4050,San Jose,0,1,Fiber Optic,37.387027,-121.897775,0,40.55,0,0,None,26389,1,0,0,1,37,0,0.0,0.0,0.0,1390.85,1,1,95131
4433,0,0,0,4,1,1,1,0,0,0,0,Month-to-month,1,Electronic check,75.65,0,36,22,23.5,5396,San Jose,0,0,DSL,37.424655,-121.74841,0,75.65,0,0,None,40568,0,0,0,0,4,0,0.0,94.0,0.0,302.35,0,1,95132
4434,0,1,0,16,1,1,1,1,1,0,0,Month-to-month,0,Electronic check,90.7,0,19,52,27.83,4839,San Jose,1,0,DSL,37.371862,-121.860349,1,90.7,0,2,Offer D,26032,0,1,1,1,16,1,715.0,445.28,0.0,1374.9,1,0,95133
4435,0,1,0,17,1,1,1,0,1,0,0,Month-to-month,1,Bank transfer (automatic),80.5,0,31,8,46.71,3591,San Jose,0,1,Fiber Optic,37.42765,-121.945416,1,80.5,0,7,Offer D,9657,0,0,1,0,17,1,0.0,794.07,0.0,1336.9,0,1,95134
4436,0,0,1,19,1,0,1,1,1,0,0,Month-to-month,1,Electronic check,60.6,0,52,20,36.48,2463,San Jose,1,0,Cable,37.28682,-121.723877,0,60.6,3,0,Offer D,15798,0,0,0,0,19,1,0.0,693.1199999999999,0.0,1297.8,0,1,95135
4437,0,1,0,60,1,1,1,0,0,1,1,Two year,0,Credit card (automatic),101.15,0,27,48,10.05,5301,San Jose,1,1,Fiber Optic,37.270938,-121.851046,1,101.15,0,0,None,36944,0,0,0,1,60,0,2912.0,603.0,0.0,6067.4,1,0,95136
4438,0,1,1,51,1,1,0,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,24.95,0,46,0,16.85,5461,San Jose,0,1,NA,37.246064000000004,-121.749494,1,24.95,2,7,None,14792,0,1,1,0,51,1,0.0,859.35,0.0,1222.25,0,0,95138
4439,0,1,1,28,1,0,0,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),20.3,0,30,0,19.18,2948,San Jose,0,1,NA,37.218705,-121.762429,1,20.3,2,8,None,7023,0,0,1,0,28,0,0.0,537.04,0.0,487.95,0,0,95139
4440,0,0,0,43,1,0,1,0,1,0,1,Two year,1,Electronic check,60.0,0,64,13,21.64,4614,Mount Hamilton,0,1,Fiber Optic,37.382909000000005,-121.634151,0,60.0,0,0,None,38,0,0,0,1,43,0,331.0,930.52,0.0,2548.55,0,0,95140
4441,0,1,0,42,1,0,0,No internet service,No internet service,No internet service,No internet service,Two year,0,Electronic check,20.25,0,49,0,45.75,5940,San Jose,0,1,NA,37.339533,-121.777179,1,20.25,0,10,None,44103,0,0,1,0,42,2,0.0,1921.5,0.0,835.5,0,0,95148
4442,0,0,0,3,1,0,1,0,0,1,0,Month-to-month,1,Electronic check,78.5,1,39,8,31.88,3567,Stockton,0,1,Cable,37.959706,-121.287669,0,81.64,0,0,None,7071,0,1,0,0,3,1,0.0,95.64,0.0,242.05,0,1,95202
4443,0,0,0,1,1,0,1,0,0,0,0,Month-to-month,0,Mailed check,44.75,0,35,21,40.87,4118,Stockton,0,0,Fiber Optic,37.954089,-121.329761,0,44.75,0,0,None,16357,0,0,0,0,1,2,0.0,40.87,0.0,44.75,0,1,95203
4444,0,0,0,3,1,0,0,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.85,1,24,0,25.75,3398,Stockton,0,0,NA,37.974498,-121.31956799999999,0,19.85,0,0,Offer E,30476,0,0,0,0,3,6,0.0,77.25,0.0,63.75,1,0,95204
4445,0,0,0,63,1,1,1,1,1,1,0,Two year,0,Credit card (automatic),98.0,0,49,21,23.62,5989,Stockton,1,0,DSL,37.965695000000004,-121.260051,0,98.0,0,0,None,34138,0,0,0,0,63,1,1306.0,1488.0600000000004,0.0,6218.45,0,0,95205
4446,1,0,0,3,1,0,1,0,0,1,0,Month-to-month,1,Electronic check,79.9,1,77,3,2.98,4367,Stockton,0,1,Fiber Optic,37.902421999999994,-121.44002900000001,0,83.096,0,0,None,49657,0,0,0,0,3,1,8.0,8.94,0.0,260.9,0,0,95206
4447,0,1,0,68,1,1,1,1,1,1,1,Month-to-month,1,Electronic check,107.7,0,25,48,24.01,5015,Stockton,0,1,Fiber Optic,38.002125,-121.324979,1,107.7,0,2,Offer A,49965,1,1,1,1,68,1,0.0,1632.68,0.0,7320.9,1,1,95207
4448,1,0,0,30,1,1,1,0,1,1,1,Month-to-month,1,Electronic check,99.7,1,73,9,43.61,3548,Stockton,0,0,DSL,38.044523,-121.34804799999999,0,103.68799999999999,0,0,None,30814,0,2,0,0,30,2,267.0,1308.3,0.0,2967.35,0,0,95209
4449,0,0,0,60,1,1,1,0,1,1,1,Two year,0,Electronic check,104.7,0,23,51,35.47,6186,Stockton,1,0,Cable,38.033219,-121.29743300000001,0,104.7,0,0,None,40611,0,0,0,1,60,1,323.02,2128.2,0.0,6333.8,1,1,95210
4450,0,0,0,15,1,1,1,0,1,0,0,Month-to-month,1,Credit card (automatic),58.6,1,29,65,14.79,2003,Stockton,0,1,Cable,38.049457000000004,-121.21653,0,60.943999999999996,0,0,Offer D,6951,1,1,0,0,15,3,611.0,221.85,0.0,939.7,1,0,95212
4451,1,0,0,45,1,1,1,0,0,1,1,Month-to-month,1,Bank transfer (automatic),93.9,0,76,18,15.65,3960,Stockton,0,1,Fiber Optic,37.946282000000004,-121.139499,0,93.9,0,0,Offer B,23789,0,0,0,0,45,0,756.0,704.25,0.0,4200.25,0,0,95215
4452,0,1,0,70,1,0,1,1,1,1,1,Two year,0,Credit card (automatic),86.45,0,31,5,31.15,5950,Stockton,1,0,Fiber Optic,38.029728999999996,-121.387999,1,86.45,0,0,Offer A,19109,1,0,0,1,70,0,298.0,2180.5,0.0,5950.2,0,0,95219
4453,0,1,0,10,1,1,1,0,0,1,1,Month-to-month,1,Electronic check,98.5,1,35,20,1.09,4501,Acampo,1,1,Fiber Optic,38.200231,-121.23503400000001,1,102.44,0,1,Offer D,6317,0,0,1,1,10,4,208.0,10.9,0.0,1037.75,0,0,95220
4454,0,0,0,4,1,0,0,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.4,0,26,0,22.54,4402,Angels Camp,0,1,NA,38.071327000000004,-120.632221,0,19.4,0,0,None,4264,0,0,0,0,4,0,0.0,90.16,0.0,93.4,1,0,95222
4455,0,0,0,1,1,0,1,0,0,0,0,Month-to-month,1,Mailed check,50.45,1,39,19,23.7,2806,Arnold,1,0,Fiber Optic,38.321529999999996,-120.23635800000001,0,52.468,0,0,Offer E,5159,0,3,0,0,1,4,0.0,23.7,0.0,50.45,0,0,95223
4456,0,1,0,68,1,1,0,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),24.95,0,38,0,26.64,6146,Avery,0,0,NA,38.208335999999996,-120.33993799999999,1,24.95,0,2,Offer A,115,0,0,1,0,68,0,0.0,1811.52,0.0,1614.9,0,0,95224
4457,0,1,1,22,1,0,1,1,0,0,0,Month-to-month,0,Bank transfer (automatic),75.0,0,50,19,38.82,4040,Burson,0,1,DSL,38.183918,-120.898817,1,75.0,2,1,Offer D,27,0,0,1,0,22,4,0.0,854.04,0.0,1573.95,0,1,95225
4458,0,1,1,38,1,1,1,0,1,1,0,Month-to-month,1,Electronic check,94.65,1,25,33,49.7,3498,Campo Seco,1,1,Cable,38.233878999999995,-120.86166599999999,1,98.436,0,1,None,75,0,1,1,0,38,4,1196.0,1888.6,0.0,3624.3,1,0,95226
4459,0,0,0,1,1,1,1,0,1,1,1,Month-to-month,1,Credit card (automatic),100.25,1,45,19,20.23,5797,Clements,0,0,Fiber Optic,38.227284999999995,-121.02788999999999,0,104.26,0,0,Offer E,722,0,0,0,1,1,3,0.0,20.23,0.0,100.25,0,0,95227
4460,0,1,0,18,1,0,1,0,0,0,0,Month-to-month,0,Electronic check,78.2,0,55,19,31.79,2831,Copperopolis,1,1,DSL,37.943954,-120.67108,1,78.2,0,6,Offer D,2633,1,2,1,0,18,1,0.0,572.22,0.0,1468.75,0,1,95228
4461,0,0,0,29,1,0,1,0,0,1,1,Month-to-month,1,Electronic check,94.2,0,50,17,2.05,4561,Farmington,0,1,Fiber Optic,37.956963,-120.863055,0,94.2,0,0,None,596,1,0,0,1,29,1,443.0,59.45,0.0,2607.6,0,0,95230
4462,0,0,0,16,1,1,1,0,0,0,1,Month-to-month,1,Electronic check,88.45,1,44,6,17.8,5186,French Camp,1,0,Fiber Optic,37.873283,-121.29203400000002,0,91.988,0,0,Offer D,5094,0,1,0,1,16,1,85.0,284.8,0.0,1422.1,0,0,95231
4463,0,0,0,1,1,0,1,0,0,0,0,Month-to-month,1,Electronic check,69.85,1,51,21,12.13,4548,Glencoe,0,1,Cable,38.358464,-120.57930400000001,0,72.64399999999998,0,0,Offer E,21,0,1,0,0,1,4,0.0,12.13,0.0,69.85,0,0,95232
4464,0,0,0,12,1,0,1,1,0,0,0,Month-to-month,0,Bank transfer (automatic),81.7,1,44,3,18.38,2850,Hathaway Pines,1,1,Cable,38.184914,-120.364085,0,84.96799999999999,0,0,Offer D,335,0,2,0,0,12,4,0.0,220.56,0.0,858.6,0,1,95233
4465,0,0,0,31,0,No phone service,1,0,0,1,1,One year,1,Electronic check,50.05,0,35,5,0.0,4529,Linden,1,1,Fiber Optic,38.047746000000004,-121.030499,0,50.05,0,0,None,3148,0,0,0,1,31,1,0.0,0.0,0.0,1523.4,0,1,95236
4466,0,0,0,4,1,0,1,0,0,0,1,Month-to-month,1,Electronic check,79.9,1,27,51,43.06,4669,Lockeford,0,1,DSL,38.166790999999996,-121.14206999999999,0,83.096,0,0,Offer E,3205,0,2,0,1,4,3,0.0,172.24,0.0,324.3,1,1,95237
4467,0,1,0,48,1,1,1,0,0,0,1,One year,1,Mailed check,69.55,0,45,15,17.03,2478,Lodi,1,0,Fiber Optic,38.123544,-121.15907800000001,1,69.55,0,3,None,45755,1,0,1,1,48,0,515.0,817.44,0.0,3435.6,0,0,95240
4468,0,0,0,15,1,1,0,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),25.4,1,22,0,45.84,2853,Lodi,0,0,NA,38.128087,-121.4078,0,25.4,0,0,Offer D,22073,0,0,0,0,15,4,0.0,687.6,0.0,399.6,1,0,95242
4469,0,0,0,50,1,0,1,1,1,0,0,One year,1,Credit card (automatic),90.1,0,34,22,15.37,6435,Mokelumne Hill,1,1,DSL,38.304194,-120.592431,0,90.1,0,0,None,2718,1,0,0,0,50,0,1001.0,768.5,0.0,4549.45,0,0,95245
4470,0,0,0,7,1,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),44.65,0,22,46,26.76,4300,Mountain Ranch,0,1,Fiber Optic,38.264262,-120.515133,0,44.65,0,0,None,1692,0,0,0,0,7,0,148.0,187.32,0.0,322.5,1,0,95246
4471,1,1,0,41,1,1,1,1,0,0,0,Month-to-month,1,Bank transfer (automatic),83.75,1,74,20,45.84,4995,Murphys,1,1,Cable,38.147852,-120.440124,1,87.10000000000002,0,1,Offer B,4353,0,0,1,0,41,2,655.0,1879.44,0.0,3273.55,0,0,95247
4472,0,1,1,68,1,0,1,1,0,0,0,Two year,0,Credit card (automatic),80.35,0,25,41,24.08,5954,San Andreas,1,1,Cable,38.196496999999994,-120.61688999999998,1,80.35,3,8,Offer A,3930,0,0,1,0,68,0,2204.0,1637.4399999999996,0.0,5375.15,1,0,95249
4473,1,1,0,26,1,1,1,0,0,1,1,Month-to-month,1,Bank transfer (automatic),98.1,0,79,11,18.66,3114,Sheep Ranch,1,0,Cable,38.244806,-120.417301,1,98.1,0,8,Offer C,88,0,1,1,0,26,1,276.0,485.16,44.17,2510.7,0,0,95250
4474,0,0,0,57,0,No phone service,1,0,0,1,1,Two year,0,Credit card (automatic),53.35,0,33,28,0.0,5461,Vallecito,1,1,Fiber Optic,38.055562,-120.456298,0,53.35,0,0,None,460,1,0,0,1,57,0,865.0,0.0,0.0,3090.05,0,0,95251
4475,0,0,0,3,1,0,0,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.55,0,60,0,40.98,3889,Valley Springs,0,0,NA,38.156971,-120.849231,0,19.55,0,0,None,11266,0,0,0,0,3,2,0.0,122.94,0.0,61.05,0,0,95252
4476,0,0,0,1,1,0,0,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.9,1,21,0,15.73,5421,Wallace,0,0,NA,38.192608,-120.957842,0,20.9,0,0,Offer E,304,0,0,0,0,1,1,0.0,15.73,0.0,20.9,1,0,95254
4477,0,1,1,19,1,0,1,1,0,0,0,One year,1,Bank transfer (automatic),48.95,0,59,21,11.75,2394,West Point,0,1,Cable,38.41935,-120.469545,1,48.95,1,1,Offer D,2198,0,0,1,0,19,0,0.0,223.25,0.0,955.6,0,1,95255
4478,0,0,0,3,1,0,1,0,0,1,0,Month-to-month,1,Electronic check,54.2,0,50,5,41.38,3167,Wilseyville,0,0,Cable,38.392686,-120.415951,0,54.2,0,0,None,435,0,0,0,0,3,0,7.0,124.14,0.0,140.4,0,0,95257
